ROW_ID,BANK_ID,COUNTRY_CODE,DATE_ID,INDICATOR_ID,VALUE,SOURCE,REFERENCE_DATE
34,63,BE,6,1,0.135986,RISK_DASHBOARD,2019-06-30
35,63,BE,7,1,0.138121,RISK_DASHBOARD,2019-09-30
36,63,BE,8,1,0.161593,RISK_DASHBOARD,2019-12-31
37,63,BE,9,1,0.178238,RISK_DASHBOARD,2020-03-31
38,63,BE,10,1,0.155781,RISK_DASHBOARD,2020-06-30
39,63,BE,11,1,0.174569,RISK_DASHBOARD,2020-09-30
40,63,BE,12,1,0.163889,RISK_DASHBOARD,2020-12-31
41,63,BE,13,1,0.184129,RISK_DASHBOARD,2021-03-31
42,63,BE,14,1,0.148308,RISK_DASHBOARD,2021-06-30
43,63,BE,15,1,0.157843,RISK_DASHBOARD,2021-09-30
44,63,BE,16,1,0.164982,RISK_DASHBOARD,2021-12-31
45,63,BE,17,1,0.181038,RISK_DASHBOARD,2022-03-31
46,63,BE,18,1,0.185894,RISK_DASHBOARD,2022-06-30
47,63,BE,19,1,0.184392,RISK_DASHBOARD,2022-09-30
48,63,BE,20,1,0.18479,RISK_DASHBOARD,2022-12-31
49,63,BE,21,1,0.162264,RISK_DASHBOARD,2023-03-31
50,63,BE,22,1,0.156708,RISK_DASHBOARD,2023-06-30
51,63,BE,23,1,0.196505,RISK_DASHBOARD,2023-09-30
52,63,BE,24,1,0.161704,RISK_DASHBOARD,2023-12-31
53,63,BE,25,1,0.20157,RISK_DASHBOARD,2024-03-31
54,63,BE,26,1,0.181383,RISK_DASHBOARD,2024-06-30
55,63,BE,27,1,0.203173,RISK_DASHBOARD,2024-09-30
56,63,BE,28,1,0.189685,RISK_DASHBOARD,2024-12-31
57,64,CY,1,1,0.134154,RISK_DASHBOARD,2018-03-31
58,64,CY,2,1,0.164292,RISK_DASHBOARD,2018-06-30
59,64,CY,3,1,0.154731,RISK_DASHBOARD,2018-09-30
60,64,CY,4,1,0.119336,RISK_DASHBOARD,2018-12-31
61,64,CY,5,1,0.158143,RISK_DASHBOARD,2019-03-31
62,64,CY,6,1,0.160881,RISK_DASHBOARD,2019-06-30
63,64,CY,7,1,0.121014,RISK_DASHBOARD,2019-09-30
64,64,CY,8,1,0.148862,RISK_DASHBOARD,2019-12-31
65,64,CY,9,1,0.131199,RISK_DASHBOARD,2020-03-31
66,64,CY,10,1,0.150341,RISK_DASHBOARD,2020-06-30
67,64,CY,11,1,0.177871,RISK_DASHBOARD,2020-09-30
68,64,CY,12,1,0.176509,RISK_DASHBOARD,2020-12-31
69,64,CY,13,1,0.145026,RISK_DASHBOARD,2021-03-31
70,64,CY,14,1,0.170608,RISK_DASHBOARD,2021-06-30
71,64,CY,15,1,0.149937,RISK_DASHBOARD,2021-09-30
72,64,CY,16,1,0.190942,RISK_DASHBOARD,2021-12-31
73,64,CY,17,1,0.148077,RISK_DASHBOARD,2022-03-31
74,64,CY,18,1,0.145927,RISK_DASHBOARD,2022-06-30
75,64,CY,19,1,0.161687,RISK_DASHBOARD,2022-09-30
76,64,CY,20,1,0.169218,RISK_DASHBOARD,2022-12-31
77,64,CY,21,1,0.148948,RISK_DASHBOARD,2023-03-31
78,64,CY,22,1,0.175734,RISK_DASHBOARD,2023-06-30
79,64,CY,23,1,0.18607,RISK_DASHBOARD,2023-09-30
80,64,CY,24,1,0.157813,RISK_DASHBOARD,2023-12-31
81,64,CY,25,1,0.190578,RISK_DASHBOARD,2024-03-31
82,64,CY,26,1,0.1595,RISK_DASHBOARD,2024-06-30
83,64,CY,27,1,0.173936,RISK_DASHBOARD,2024-09-30
84,64,CY,28,1,0.174007,RISK_DASHBOARD,2024-12-31
85,65,DE,1,1,0.13496,RISK_DASHBOARD,2018-03-31
86,65,DE,2,1,0.1347,RISK_DASHBOARD,2018-06-30
87,65,DE,3,1,0.143186,RISK_DASHBOARD,2018-09-30
88,65,DE,4,1,0.175168,RISK_DASHBOARD,2018-12-31
89,65,DE,5,1,0.164046,RISK_DASHBOARD,2019-03-31
90,65,DE,6,1,0.152025,RISK_DASHBOARD,2019-06-30
91,65,DE,7,1,0.170353,RISK_DASHBOARD,2019-09-30
92,65,DE,8,1,0.154596,RISK_DASHBOARD,2019-12-31
93,65,DE,9,1,0.153179,RISK_DASHBOARD,2020-03-31
94,65,DE,10,1,0.181744,RISK_DASHBOARD,2020-06-30
95,65,DE,11,1,0.188787,RISK_DASHBOARD,2020-09-30
96,65,DE,12,1,0.179387,RISK_DASHBOARD,2020-12-31
97,65,DE,13,1,0.174702,RISK_DASHBOARD,2021-03-31
98,65,DE,14,1,0.203902,RISK_DASHBOARD,2021-06-30
99,65,DE,15,1,0.16074,RISK_DASHBOARD,2021-09-30
100,65,DE,16,1,0.165645,RISK_DASHBOARD,2021-12-31
101,65,DE,17,1,0.174499,RISK_DASHBOARD,2022-03-31
102,65,DE,18,1,0.213095,RISK_DASHBOARD,2022-06-30
103,65,DE,19,1,0.157688,RISK_DASHBOARD,2022-09-30
104,65,DE,20,1,0.164334,RISK_DASHBOARD,2022-12-31
105,65,DE,21,1,0.211027,RISK_DASHBOARD,2023-03-31
106,65,DE,22,1,0.175541,RISK_DASHBOARD,2023-06-30
107,65,DE,23,1,0.174068,RISK_DASHBOARD,2023-09-30
108,65,DE,24,1,0.201941,RISK_DASHBOARD,2023-12-31
109,65,DE,25,1,0.198109,RISK_DASHBOARD,2024-03-31
110,65,DE,26,1,0.204069,RISK_DASHBOARD,2024-06-30
111,65,DE,27,1,0.178854,RISK_DASHBOARD,2024-09-30
112,65,DE,28,1,0.185061,RISK_DASHBOARD,2024-12-31
113,66,DK,1,1,0.199185,RISK_DASHBOARD,2018-03-31
114,66,DK,2,1,0.173604,RISK_DASHBOARD,2018-06-30
115,66,DK,3,1,0.155173,RISK_DASHBOARD,2018-09-30
116,66,DK,4,1,0.167421,RISK_DASHBOARD,2018-12-31
117,66,DK,5,1,0.190581,RISK_DASHBOARD,2019-03-31
118,66,DK,6,1,0.200088,RISK_DASHBOARD,2019-06-30
119,66,DK,7,1,0.206816,RISK_DASHBOARD,2019-09-30
120,66,DK,8,1,0.171473,RISK_DASHBOARD,2019-12-31
121,66,DK,9,1,0.167473,RISK_DASHBOARD,2020-03-31
122,66,DK,10,1,0.204182,RISK_DASHBOARD,2020-06-30
123,66,DK,11,1,0.21397,RISK_DASHBOARD,2020-09-30
124,66,DK,12,1,0.158886,RISK_DASHBOARD,2020-12-31
125,66,DK,13,1,0.177755,RISK_DASHBOARD,2021-03-31
126,66,DK,14,1,0.172159,RISK_DASHBOARD,2021-06-30
127,66,DK,15,1,0.207042,RISK_DASHBOARD,2021-09-30
128,66,DK,16,1,0.211656,RISK_DASHBOARD,2021-12-31
129,66,DK,17,1,0.177011,RISK_DASHBOARD,2022-03-31
130,66,DK,18,1,0.186894,RISK_DASHBOARD,2022-06-30
131,66,DK,19,1,0.221507,RISK_DASHBOARD,2022-09-30
132,66,DK,20,1,0.18336,RISK_DASHBOARD,2022-12-31
133,66,DK,21,1,0.171893,RISK_DASHBOARD,2023-03-31
134,66,DK,22,1,0.180521,RISK_DASHBOARD,2023-06-30
135,66,DK,23,1,0.221371,RISK_DASHBOARD,2023-09-30
136,66,DK,24,1,0.201509,RISK_DASHBOARD,2023-12-31
137,66,DK,25,1,0.184586,RISK_DASHBOARD,2024-03-31
138,66,DK,26,1,0.18592,RISK_DASHBOARD,2024-06-30
139,66,DK,27,1,0.185127,RISK_DASHBOARD,2024-09-30
140,66,DK,28,1,0.198596,RISK_DASHBOARD,2024-12-31
141,67,ES,1,1,0.142176,RISK_DASHBOARD,2018-03-31
142,67,ES,2,1,0.191363,RISK_DASHBOARD,2018-06-30
143,67,ES,3,1,0.14425,RISK_DASHBOARD,2018-09-30
144,67,ES,4,1,0.18661,RISK_DASHBOARD,2018-12-31
145,67,ES,5,1,0.146925,RISK_DASHBOARD,2019-03-31
146,67,ES,6,1,0.143126,RISK_DASHBOARD,2019-06-30
147,67,ES,7,1,0.158817,RISK_DASHBOARD,2019-09-30
148,67,ES,8,1,0.187907,RISK_DASHBOARD,2019-12-31
149,67,ES,9,1,0.176236,RISK_DASHBOARD,2020-03-31
150,67,ES,10,1,0.15301,RISK_DASHBOARD,2020-06-30
151,67,ES,11,1,0.170326,RISK_DASHBOARD,2020-09-30
152,67,ES,12,1,0.203063,RISK_DASHBOARD,2020-12-31
153,67,ES,13,1,0.189234,RISK_DASHBOARD,2021-03-31
154,67,ES,14,1,0.193269,RISK_DASHBOARD,2021-06-30
155,67,ES,15,1,0.20936,RISK_DASHBOARD,2021-09-30
156,67,ES,16,1,0.208812,RISK_DASHBOARD,2021-12-31
157,67,ES,17,1,0.159244,RISK_DASHBOARD,2022-03-31
158,67,ES,18,1,0.204914,RISK_DASHBOARD,2022-06-30
159,67,ES,19,1,0.195829,RISK_DASHBOARD,2022-09-30
160,67,ES,20,1,0.166545,RISK_DASHBOARD,2022-12-31
161,67,ES,21,1,0.198677,RISK_DASHBOARD,2023-03-31
162,67,ES,22,1,0.223373,RISK_DASHBOARD,2023-06-30
163,67,ES,23,1,0.187534,RISK_DASHBOARD,2023-09-30
164,67,ES,24,1,0.179873,RISK_DASHBOARD,2023-12-31
165,67,ES,25,1,0.204347,RISK_DASHBOARD,2024-03-31
166,67,ES,26,1,0.211585,RISK_DASHBOARD,2024-06-30
167,67,ES,27,1,0.195643,RISK_DASHBOARD,2024-09-30
168,67,ES,28,1,0.230385,RISK_DASHBOARD,2024-12-31
169,68,EU,1,1,0.136503,RISK_DASHBOARD,2018-03-31
170,68,EU,2,1,0.12709,RISK_DASHBOARD,2018-06-30
171,68,EU,3,1,0.17924,RISK_DASHBOARD,2018-09-30
172,68,EU,4,1,0.141243,RISK_DASHBOARD,2018-12-31
173,68,EU,5,1,0.187103,RISK_DASHBOARD,2019-03-31
174,68,EU,6,1,0.172601,RISK_DASHBOARD,2019-06-30
175,68,EU,7,1,0.143591,RISK_DASHBOARD,2019-09-30
176,68,EU,8,1,0.152364,RISK_DASHBOARD,2019-12-31
177,68,EU,9,1,0.183415,RISK_DASHBOARD,2020-03-31
178,68,EU,10,1,0.152452,RISK_DASHBOARD,2020-06-30
179,68,EU,11,1,0.189237,RISK_DASHBOARD,2020-09-30
180,68,EU,12,1,0.190605,RISK_DASHBOARD,2020-12-31
181,68,EU,13,1,0.161475,RISK_DASHBOARD,2021-03-31
182,68,EU,14,1,0.180822,RISK_DASHBOARD,2021-06-30
183,68,EU,15,1,0.166901,RISK_DASHBOARD,2021-09-30
184,68,EU,16,1,0.193805,RISK_DASHBOARD,2021-12-31
185,68,EU,17,1,0.184463,RISK_DASHBOARD,2022-03-31
186,68,EU,18,1,0.167001,RISK_DASHBOARD,2022-06-30
187,68,EU,19,1,0.207916,RISK_DASHBOARD,2022-09-30
188,68,EU,20,1,0.168352,RISK_DASHBOARD,2022-12-31
189,68,EU,21,1,0.205483,RISK_DASHBOARD,2023-03-31
190,68,EU,22,1,0.212429,RISK_DASHBOARD,2023-06-30
191,68,EU,23,1,0.211664,RISK_DASHBOARD,2023-09-30
192,68,EU,24,1,0.162673,RISK_DASHBOARD,2023-12-31
193,68,EU,25,1,0.212908,RISK_DASHBOARD,2024-03-31
194,68,EU,26,1,0.17524,RISK_DASHBOARD,2024-06-30
195,68,EU,27,1,0.164891,RISK_DASHBOARD,2024-09-30
196,68,EU,28,1,0.180509,RISK_DASHBOARD,2024-12-31
197,69,FI,1,1,0.161904,RISK_DASHBOARD,2018-03-31
198,69,FI,2,1,0.165277,RISK_DASHBOARD,2018-06-30
199,69,FI,3,1,0.16083,RISK_DASHBOARD,2018-09-30
200,69,FI,4,1,0.17397,RISK_DASHBOARD,2018-12-31
201,69,FI,5,1,0.170838,RISK_DASHBOARD,2019-03-31
202,69,FI,6,1,0.147496,RISK_DASHBOARD,2019-06-30
203,69,FI,7,1,0.183947,RISK_DASHBOARD,2019-09-30
204,69,FI,8,1,0.147268,RISK_DASHBOARD,2019-12-31
205,69,FI,9,1,0.170592,RISK_DASHBOARD,2020-03-31
206,69,FI,10,1,0.186604,RISK_DASHBOARD,2020-06-30
207,69,FI,11,1,0.157184,RISK_DASHBOARD,2020-09-30
208,69,FI,12,1,0.166348,RISK_DASHBOARD,2020-12-31
209,69,FI,13,1,0.195975,RISK_DASHBOARD,2021-03-31
210,69,FI,14,1,0.166412,RISK_DASHBOARD,2021-06-30
211,69,FI,15,1,0.2098,RISK_DASHBOARD,2021-09-30
212,69,FI,16,1,0.19026,RISK_DASHBOARD,2021-12-31
213,69,FI,17,1,0.202083,RISK_DASHBOARD,2022-03-31
214,69,FI,18,1,0.172455,RISK_DASHBOARD,2022-06-30
215,69,FI,19,1,0.19818,RISK_DASHBOARD,2022-09-30
216,69,FI,20,1,0.192272,RISK_DASHBOARD,2022-12-31
217,69,FI,21,1,0.22415,RISK_DASHBOARD,2023-03-31
218,69,FI,22,1,0.209586,RISK_DASHBOARD,2023-06-30
219,69,FI,23,1,0.173751,RISK_DASHBOARD,2023-09-30
220,69,FI,24,1,0.195147,RISK_DASHBOARD,2023-12-31
221,69,FI,25,1,0.191849,RISK_DASHBOARD,2024-03-31
222,69,FI,26,1,0.194,RISK_DASHBOARD,2024-06-30
223,69,FI,27,1,0.18984,RISK_DASHBOARD,2024-09-30
224,69,FI,28,1,0.218725,RISK_DASHBOARD,2024-12-31
225,70,FR,1,1,0.142233,RISK_DASHBOARD,2018-03-31
226,70,FR,2,1,0.159982,RISK_DASHBOARD,2018-06-30
227,70,FR,3,1,0.114953,RISK_DASHBOARD,2018-09-30
228,70,FR,4,1,0.132422,RISK_DASHBOARD,2018-12-31
229,70,FR,5,1,0.163329,RISK_DASHBOARD,2019-03-31
230,70,FR,6,1,0.172364,RISK_DASHBOARD,2019-06-30
231,70,FR,7,1,0.123047,RISK_DASHBOARD,2019-09-30
232,70,FR,8,1,0.161456,RISK_DASHBOARD,2019-12-31
233,70,FR,9,1,0.18038,RISK_DASHBOARD,2020-03-31
234,70,FR,10,1,0.136827,RISK_DASHBOARD,2020-06-30
235,70,FR,11,1,0.147402,RISK_DASHBOARD,2020-09-30
236,70,FR,12,1,0.166701,RISK_DASHBOARD,2020-12-31
237,70,FR,13,1,0.150648,RISK_DASHBOARD,2021-03-31
238,70,FR,14,1,0.175915,RISK_DASHBOARD,2021-06-30
239,70,FR,15,1,0.135007,RISK_DASHBOARD,2021-09-30
240,70,FR,16,1,0.164037,RISK_DASHBOARD,2021-12-31
241,70,FR,17,1,0.155021,RISK_DASHBOARD,2022-03-31
242,70,FR,18,1,0.143784,RISK_DASHBOARD,2022-06-30
243,70,FR,19,1,0.149639,RISK_DASHBOARD,2022-09-30
244,70,FR,20,1,0.179543,RISK_DASHBOARD,2022-12-31
245,70,FR,21,1,0.155634,RISK_DASHBOARD,2023-03-31
246,70,FR,22,1,0.175931,RISK_DASHBOARD,2023-06-30
247,70,FR,23,1,0.143842,RISK_DASHBOARD,2023-09-30
248,70,FR,24,1,0.143967,RISK_DASHBOARD,2023-12-31
249,70,FR,25,1,0.20298,RISK_DASHBOARD,2024-03-31
250,70,FR,26,1,0.165326,RISK_DASHBOARD,2024-06-30
251,70,FR,27,1,0.204379,RISK_DASHBOARD,2024-09-30
252,70,FR,28,1,0.151462,RISK_DASHBOARD,2024-12-31
253,71,GR,1,1,0.145093,RISK_DASHBOARD,2018-03-31
254,71,GR,2,1,0.198888,RISK_DASHBOARD,2018-06-30
255,71,GR,3,1,0.177545,RISK_DASHBOARD,2018-09-30
256,71,GR,4,1,0.189167,RISK_DASHBOARD,2018-12-31
257,71,GR,5,1,0.186956,RISK_DASHBOARD,2019-03-31
258,71,GR,6,1,0.150321,RISK_DASHBOARD,2019-06-30
259,71,GR,7,1,0.149497,RISK_DASHBOARD,2019-09-30
260,71,GR,8,1,0.201607,RISK_DASHBOARD,2019-12-31
261,71,GR,9,1,0.154045,RISK_DASHBOARD,2020-03-31
262,71,GR,10,1,0.16695,RISK_DASHBOARD,2020-06-30
263,71,GR,11,1,0.162358,RISK_DASHBOARD,2020-09-30
264,71,GR,12,1,0.211982,RISK_DASHBOARD,2020-12-31
265,71,GR,13,1,0.185516,RISK_DASHBOARD,2021-03-31
266,71,GR,14,1,0.183159,RISK_DASHBOARD,2021-06-30
267,71,GR,15,1,0.193294,RISK_DASHBOARD,2021-09-30
268,71,GR,16,1,0.169655,RISK_DASHBOARD,2021-12-31
269,71,GR,17,1,0.220473,RISK_DASHBOARD,2022-03-31
270,71,GR,18,1,0.197404,RISK_DASHBOARD,2022-06-30
271,71,GR,19,1,0.202865,RISK_DASHBOARD,2022-09-30
272,71,GR,20,1,0.190099,RISK_DASHBOARD,2022-12-31
273,71,GR,21,1,0.184693,RISK_DASHBOARD,2023-03-31
274,71,GR,22,1,0.198052,RISK_DASHBOARD,2023-06-30
275,71,GR,23,1,0.213134,RISK_DASHBOARD,2023-09-30
276,71,GR,24,1,0.232687,RISK_DASHBOARD,2023-12-31
277,71,GR,25,1,0.194045,RISK_DASHBOARD,2024-03-31
278,71,GR,26,1,0.222577,RISK_DASHBOARD,2024-06-30
279,71,GR,27,1,0.208281,RISK_DASHBOARD,2024-09-30
280,71,GR,28,1,0.221865,RISK_DASHBOARD,2024-12-31
281,72,HR,1,1,0.164274,RISK_DASHBOARD,2018-03-31
282,72,HR,2,1,0.132478,RISK_DASHBOARD,2018-06-30
283,72,HR,3,1,0.158586,RISK_DASHBOARD,2018-09-30
284,72,HR,4,1,0.170233,RISK_DASHBOARD,2018-12-31
285,72,HR,5,1,0.135778,RISK_DASHBOARD,2019-03-31
286,72,HR,6,1,0.158715,RISK_DASHBOARD,2019-06-30
287,72,HR,7,1,0.118964,RISK_DASHBOARD,2019-09-30
288,72,HR,8,1,0.15001,RISK_DASHBOARD,2019-12-31
289,72,HR,9,1,0.17315,RISK_DASHBOARD,2020-03-31
290,72,HR,10,1,0.133942,RISK_DASHBOARD,2020-06-30
291,72,HR,11,1,0.179968,RISK_DASHBOARD,2020-09-30
292,72,HR,12,1,0.139672,RISK_DASHBOARD,2020-12-31
293,72,HR,13,1,0.17415,RISK_DASHBOARD,2021-03-31
294,72,HR,14,1,0.178504,RISK_DASHBOARD,2021-06-30
295,72,HR,15,1,0.175991,RISK_DASHBOARD,2021-09-30
296,72,HR,16,1,0.133721,RISK_DASHBOARD,2021-12-31
297,72,HR,17,1,0.173823,RISK_DASHBOARD,2022-03-31
298,72,HR,18,1,0.152359,RISK_DASHBOARD,2022-06-30
299,72,HR,19,1,0.171165,RISK_DASHBOARD,2022-09-30
300,72,HR,20,1,0.166018,RISK_DASHBOARD,2022-12-31
301,72,HR,21,1,0.19541,RISK_DASHBOARD,2023-03-31
302,72,HR,22,1,0.149935,RISK_DASHBOARD,2023-06-30
303,72,HR,23,1,0.151685,RISK_DASHBOARD,2023-09-30
304,72,HR,24,1,0.196427,RISK_DASHBOARD,2023-12-31
305,72,HR,25,1,0.199696,RISK_DASHBOARD,2024-03-31
306,72,HR,26,1,0.168257,RISK_DASHBOARD,2024-06-30
307,72,HR,27,1,0.184197,RISK_DASHBOARD,2024-09-30
308,72,HR,28,1,0.205849,RISK_DASHBOARD,2024-12-31
309,73,HU,1,1,0.176551,RISK_DASHBOARD,2018-03-31
310,73,HU,2,1,0.19006,RISK_DASHBOARD,2018-06-30
311,73,HU,3,1,0.180397,RISK_DASHBOARD,2018-09-30
312,73,HU,4,1,0.144168,RISK_DASHBOARD,2018-12-31
313,73,HU,5,1,0.136925,RISK_DASHBOARD,2019-03-31
314,73,HU,6,1,0.193454,RISK_DASHBOARD,2019-06-30
315,73,HU,7,1,0.148429,RISK_DASHBOARD,2019-09-30
316,73,HU,8,1,0.155003,RISK_DASHBOARD,2019-12-31
317,73,HU,9,1,0.170034,RISK_DASHBOARD,2020-03-31
318,73,HU,10,1,0.194059,RISK_DASHBOARD,2020-06-30
319,73,HU,11,1,0.146405,RISK_DASHBOARD,2020-09-30
320,73,HU,12,1,0.173527,RISK_DASHBOARD,2020-12-31
321,73,HU,13,1,0.170544,RISK_DASHBOARD,2021-03-31
322,73,HU,14,1,0.185251,RISK_DASHBOARD,2021-06-30
323,73,HU,15,1,0.167494,RISK_DASHBOARD,2021-09-30
324,73,HU,16,1,0.164449,RISK_DASHBOARD,2021-12-31
325,73,HU,17,1,0.207584,RISK_DASHBOARD,2022-03-31
326,73,HU,18,1,0.185543,RISK_DASHBOARD,2022-06-30
327,73,HU,19,1,0.176588,RISK_DASHBOARD,2022-09-30
328,73,HU,20,1,0.205594,RISK_DASHBOARD,2022-12-31
329,73,HU,21,1,0.206942,RISK_DASHBOARD,2023-03-31
330,73,HU,22,1,0.172668,RISK_DASHBOARD,2023-06-30
331,73,HU,23,1,0.1708,RISK_DASHBOARD,2023-09-30
332,73,HU,24,1,0.196526,RISK_DASHBOARD,2023-12-31
333,73,HU,25,1,0.210613,RISK_DASHBOARD,2024-03-31
334,73,HU,26,1,0.212748,RISK_DASHBOARD,2024-06-30
335,73,HU,27,1,0.181505,RISK_DASHBOARD,2024-09-30
336,73,HU,28,1,0.210953,RISK_DASHBOARD,2024-12-31
337,74,IE,1,1,0.143181,RISK_DASHBOARD,2018-03-31
338,74,IE,2,1,0.198634,RISK_DASHBOARD,2018-06-30
339,74,IE,3,1,0.201211,RISK_DASHBOARD,2018-09-30
340,74,IE,4,1,0.151787,RISK_DASHBOARD,2018-12-31
341,74,IE,5,1,0.153221,RISK_DASHBOARD,2019-03-31
342,74,IE,6,1,0.191296,RISK_DASHBOARD,2019-06-30
343,74,IE,7,1,0.176762,RISK_DASHBOARD,2019-09-30
344,74,IE,8,1,0.166932,RISK_DASHBOARD,2019-12-31
345,74,IE,9,1,0.20991,RISK_DASHBOARD,2020-03-31
346,74,IE,10,1,0.169364,RISK_DASHBOARD,2020-06-30
347,74,IE,11,1,0.209903,RISK_DASHBOARD,2020-09-30
348,74,IE,12,1,0.213257,RISK_DASHBOARD,2020-12-31
349,74,IE,13,1,0.187456,RISK_DASHBOARD,2021-03-31
350,74,IE,14,1,0.191948,RISK_DASHBOARD,2021-06-30
351,74,IE,15,1,0.202124,RISK_DASHBOARD,2021-09-30
352,74,IE,16,1,0.200508,RISK_DASHBOARD,2021-12-31
353,74,IE,17,1,0.20573,RISK_DASHBOARD,2022-03-31
354,74,IE,18,1,0.190928,RISK_DASHBOARD,2022-06-30
355,74,IE,19,1,0.206878,RISK_DASHBOARD,2022-09-30
356,74,IE,20,1,0.173991,RISK_DASHBOARD,2022-12-31
357,74,IE,21,1,0.186917,RISK_DASHBOARD,2023-03-31
358,74,IE,22,1,0.188952,RISK_DASHBOARD,2023-06-30
359,74,IE,23,1,0.199908,RISK_DASHBOARD,2023-09-30
360,74,IE,24,1,0.198286,RISK_DASHBOARD,2023-12-31
361,74,IE,25,1,0.193805,RISK_DASHBOARD,2024-03-31
362,74,IE,26,1,0.182594,RISK_DASHBOARD,2024-06-30
363,74,IE,27,1,0.219293,RISK_DASHBOARD,2024-09-30
364,74,IE,28,1,0.212785,RISK_DASHBOARD,2024-12-31
365,75,IT,1,1,0.16526,RISK_DASHBOARD,2018-03-31
366,75,IT,2,1,0.19345,RISK_DASHBOARD,2018-06-30
367,75,IT,3,1,0.182088,RISK_DASHBOARD,2018-09-30
368,75,IT,4,1,0.155263,RISK_DASHBOARD,2018-12-31
369,75,IT,5,1,0.187828,RISK_DASHBOARD,2019-03-31
370,75,IT,6,1,0.197729,RISK_DASHBOARD,2019-06-30
371,75,IT,7,1,0.155888,RISK_DASHBOARD,2019-09-30
372,75,IT,8,1,0.209562,RISK_DASHBOARD,2019-12-31
373,75,IT,9,1,0.171604,RISK_DASHBOARD,2020-03-31
374,75,IT,10,1,0.161742,RISK_DASHBOARD,2020-06-30
375,75,IT,11,1,0.180222,RISK_DASHBOARD,2020-09-30
376,75,IT,12,1,0.199025,RISK_DASHBOARD,2020-12-31
377,75,IT,13,1,0.185135,RISK_DASHBOARD,2021-03-31
378,75,IT,14,1,0.201357,RISK_DASHBOARD,2021-06-30
379,75,IT,15,1,0.18718,RISK_DASHBOARD,2021-09-30
380,75,IT,16,1,0.179796,RISK_DASHBOARD,2021-12-31
381,75,IT,17,1,0.214875,RISK_DASHBOARD,2022-03-31
382,75,IT,18,1,0.21816,RISK_DASHBOARD,2022-06-30
383,75,IT,19,1,0.193931,RISK_DASHBOARD,2022-09-30
384,75,IT,20,1,0.200036,RISK_DASHBOARD,2022-12-31
385,75,IT,21,1,0.215114,RISK_DASHBOARD,2023-03-31
386,75,IT,22,1,0.190672,RISK_DASHBOARD,2023-06-30
387,75,IT,23,1,0.192586,RISK_DASHBOARD,2023-09-30
388,75,IT,24,1,0.211984,RISK_DASHBOARD,2023-12-31
389,75,IT,25,1,0.222298,RISK_DASHBOARD,2024-03-31
390,75,IT,26,1,0.234618,RISK_DASHBOARD,2024-06-30
391,75,IT,27,1,0.226033,RISK_DASHBOARD,2024-09-30
392,75,IT,28,1,0.208226,RISK_DASHBOARD,2024-12-31
393,76,LT,1,1,0.171361,RISK_DASHBOARD,2018-03-31
394,76,LT,2,1,0.163341,RISK_DASHBOARD,2018-06-30
395,76,LT,3,1,0.159325,RISK_DASHBOARD,2018-09-30
396,76,LT,4,1,0.155793,RISK_DASHBOARD,2018-12-31
